,Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
247,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
248,Boy,21-25,,Non Government,Yes,Yes,High,Mid,Mobile Data,,03-06,Yes,Mobile,Moderate
249,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
250,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
251,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
252,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
253,Boy,21-25,University,Government,No,No,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
254,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Wifi,3G,01-03,No,Mobile,Moderate
255,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,,01-03,No,Mobile,Moderate
256,Boy,16-20,College,Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Moderate
257,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
258,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,,No,Mobile,Low
259,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
260,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
261,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
262,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
263,Boy,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Low
264,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,,01-03,No,Mobile,Low
265,,01-05,School,Non Government,No,Yes,Low,Poor,Wifi,4G,01-03,No,Mobile,Moderate
266,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
267,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Low
268,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
269,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,High
270,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
271,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
272,Boy,11-15,School,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
273,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
274,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,2G,01-03,No,Mobile,Low
275,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
276,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
277,Girl,21-25,,Government,No,No,Low,Mid,Mobile Data,2G,01-03,No,Mobile,Low
278,Boy,21-25,University,Non Government,No,No,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,Low
279,Boy,11-15,School,Non Government,No,Yes,,Mid,Mobile Data,3G,01-03,No,Mobile,Low
280,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
281,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,,No,Mobile,Low
282,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
283,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-03,Yes,Computer,High
284,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,01-03,Yes,Mobile,Moderate
285,Boy,21-25,College,Government,Yes,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
286,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
287,Boy,,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
288,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
289,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
290,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
291,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
292,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
293,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,Yes,Mobile,Moderate
294,Girl,01-05,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,Yes,Mobile,Low
295,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
296,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Tab,High
297,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
298,Boy,,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
299,Boy,,School,Non Government,No,Yes,Low,,Wifi,4G,01-03,No,Mobile,Moderate
300,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,High
301,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,,Mobile,Moderate
302,Boy,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
303,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
304,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
305,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Low
306,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Tab,Moderate
307,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,Moderate
308,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
309,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
310,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
311,Girl,16-20,College,,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
312,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
313,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Moderate
314,Girl,16-20,College,Non Government,No,Yes,,Mid,Wifi,4G,01-03,No,Mobile,Moderate
315,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
316,Boy,21-25,,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
317,Girl,21-25,University,Government,,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
318,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
319,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
320,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,Moderate
321,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
322,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
323,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
324,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
325,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
326,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
327,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
328,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
329,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
330,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
331,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,Low
332,Girl,21-25,University,Non Government,No,Yes,High,Poor,Wifi,4G,03-06,No,Mobile,Low
333,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
334,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
335,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Moderate
336,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
337,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
338,,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
339,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
340,Girl,01-05,School,Non Government,No,Yes,,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
341,Girl,21-25,,Government,Yes,,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
342,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
343,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
344,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-06,Yes,Computer,Low
345,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Moderate
346,Girl,26-30,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
347,Boy,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
348,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
349,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
350,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
351,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
352,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
353,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
354,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
355,Boy,16-20,College,Government,Yes,No,Low,Rich,Wifi,4G,0,No,Mobile,Low
356,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
357,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
358,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
359,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
360,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
361,Girl,06-10,School,Non Government,No,,Low,Poor,Mobile Data,3G,01-03,No,Mobile,High
362,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Low
363,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
364,Boy,21-25,University,Non Government,Yes,Yes,High,,Mobile Data,3G,01-03,Yes,Mobile,Low
365,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,High
366,Girl,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
367,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
368,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,Moderate
369,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
370,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
371,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
372,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Low
373,Boy,26-30,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
374,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
375,Girl,06-10,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
376,Girl,11-15,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
377,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,,Moderate
378,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
379,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
380,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
381,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
382,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
383,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
384,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
385,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
386,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,,Mobile,Moderate
387,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Moderate
388,Boy,26-30,University,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,01-03,Yes,Computer,Moderate
389,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,,Mobile,Low
390,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,High
391,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
392,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
393,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Low
394,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Low
395,,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
396,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Low
397,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Mobile,Low
398,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-03,Yes,Computer,High
399,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
400,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
401,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
402,Boy,26-30,University,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Computer,Low
403,Boy,16-20,College,Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Moderate
404,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
405,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Low
406,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Computer,High
407,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
408,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
409,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
410,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,Yes,Computer,High
411,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,,01-03,Yes,Computer,High
412,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
413,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
414,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
415,Boy,26-30,University,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Computer,Low
416,Boy,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
417,Boy,26-30,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
418,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,,Moderate
419,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Low
420,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
421,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
422,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
423,Girl,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
424,Boy,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
425,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
426,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
427,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Computer,High
428,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Computer,Low
429,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
430,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
431,Girl,26-30,University,Government,Yes,Yes,Low,Poor,Mobile Data,4G,0,No,Computer,Low
432,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,,Mobile,High
433,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
434,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
435,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
436,Girl,26-30,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
437,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
438,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,01-03,No,Mobile,Low
439,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
440,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
441,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
442,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
443,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
444,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
445,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,Yes,Mobile,Moderate
446,Boy,21-25,College,Government,No,,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
447,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,High
448,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Mobile,Low
449,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
450,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
451,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,High
452,Boy,01-05,School,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
453,Girl,16-20,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
454,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
455,Girl,21-25,University,Government,No,Yes,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
456,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
457,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
458,Boy,21-25,University,Government,No,No,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
459,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-06,No,Computer,Moderate
460,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
461,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,High
462,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,03-06,Yes,Mobile,High
463,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,High
464,,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,3G,01-03,No,Mobile,High
465,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Computer,Moderate
466,Boy,21-25,College,Government,No,No,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Low
467,Boy,11-15,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
468,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,,Mobile,Moderate
469,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Low
470,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Moderate
471,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Low
472,Boy,11-15,School,Government,No,No,Low,,Mobile Data,3G,0,No,Mobile,Low
473,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
474,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
475,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
476,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,High
477,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
478,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
479,Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Moderate
480,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,Moderate
481,Boy,21-25,University,Government,No,No,High,Mid,Mobile Data,4G,01-03,,Mobile,Low
482,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
483,Boy,16-20,,Government,No,Yes,High,Mid,Mobile Data,4G,01-03,No,Mobile,Low
484,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
485,Boy,16-20,School,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
486,Girl,21-25,University,Non Government,No,,Low,Mid,,4G,03-06,No,Computer,Moderate
487,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,01-03,Yes,Computer,Moderate
488,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,01-03,No,,Low
489,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Wifi,3G,01-03,No,Mobile,Moderate
490,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-03,Yes,Computer,High
491,Boy,11-15,School,Non Government,No,Yes,,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
492,Boy,16-20,College,Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
493,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,,No,Computer,High
494,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
495,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
496,Boy,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
497,Boy,21-25,University,Non Government,,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
498,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
499,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
500,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
501,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
502,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
503,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-06,Yes,Computer,Low
504,Girl,16-20,College,Government,No,No,High,Poor,Mobile Data,4G,0,No,Mobile,Low
505,Boy,16-20,College,Government,,No,High,,Mobile Data,2G,01-03,No,Mobile,Low
506,Girl,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
507,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
508,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,,Low
509,Girl,11-15,,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
